gtf_name	database	mean_gene_length	variance_gene_length	mean_exon_count	variance_exon_count	mean_protein_length	variance_protein_length
anopheles_farauti	metazoa	5723.226569749459	48511184.62254664	4.242267244045778	9.18552136141092	542.2786885245902	273899.7603902682
anopheles_funestus	metazoa	9658.435313884222	619658173.7118087	4.18527569879334	12.16470794735564	556.3514586833664	324113.91709975863
anopheles_funestus_gca943734845v1rs	metazoa	13521.97965597089	1184402490.9272182	4.352877935825339	13.70137042823863	619.8504796559708	389818.3364210749
anopheles_gambiae	metazoa	9119.78286411841	398991331.27728	4.137483787289235	11.332081048016542	564.6753643091478	343681.8434057023
anopheles_gambiae_gca943734735v2vb	metazoa	12846.50507229012	896937510.364709	4.275820752456267	13.194487213753677	614.0668583752696	439239.6672822767
anopheles_maculatus	metazoa	1572.0204603580562	1699596.6524722388	2.670749764436667	2.886808093667913	369.2554852604657	81813.01044477022
anopheles_melas	metazoa	3022.399101971758	12140513.695386412	3.46489230168543	5.874060223659982	459.8076397475109	187652.3809308274
anopheles_merus	metazoa	5602.790630466196	76090929.05876221	4.007224884021599	7.895673382721169	517.2202448855426	245776.2578468825
anopheles_minimus	metazoa	4277.55616224649	51395306.66811477	4.168486739469579	11.858652675149834	546.3116224648986	346311.23816742754
anopheles_quadriannulatus	metazoa	5529.74784161953	159864707.3299358	3.949836260791902	10.240728666897931	528.5774784161953	325259.1200852228
anopheles_quadriannulatus_gca000349065v1vb	metazoa	5814.160429402117	180711686.15557712	3.9567615923661847	10.34018651484175	529.7513791561056	326431.61946242343
anopheles_sinensis	metazoa	4035.345679969004	23277903.980697583	3.628903525765207	6.078256275952386	461.6559473072453	175033.56435260727
anopheles_sinensis_china	metazoa	2678.419594873915	43024451.47428503	2.98573790822654	7.8375310662327795	376.262918561389	215293.5388491737
anopheles_stephensi	metazoa	3826.029394121176	27793640.858228546	4.012972405518896	10.687570736696308	529.3429064187162	334140.1157022083
anopheles_stephensi_indian	metazoa	3668.14343879888	22571081.270991266	4.169480023750954	11.105308696347608	572.4460938162694	348994.5499654412
anoplophora_glabripennis	metazoa	19766.79484758565	2133725458.059481	5.589695171297545	25.49239262306429	506.4245346641489	322933.5101203405
anthonomus_grandis_gca022605725v3rs	metazoa	35197.243898718734	6677180664.345664	6.804301403294692	44.37463484103838	548.2971323978036	385176.4410321239
aphidius_gifuensis_gca014905175v1	metazoa	7069.603642671293	316548256.9090452	5.02136718442009	13.229712150530055	559.654576992825	297390.9108738216
apis_dorsata_gca000469605v1rs	metazoa	14403.103293860086	1527681058.3028245	7.026967857498258	37.91358396801533	578.6915115931934	376571.4760833936
apis_florea_gca000184785v2rs	metazoa	13525.600076797542	1480059238.8993776	6.950081597388883	36.03130207667456	567.1333397331285	357886.65992618183
apis_mellifera	metazoa	16885.968193256165	2281639931.557877	7.079114242576749	38.63960300033568	606.7351786612984	467025.5784432312
aplysia_californica_gca000002075v2	metazoa	22094.44014429271	790734629.1937604	7.907807266168513	85.31303170476065	571.3767585673795	363527.2198782784
argiope_bruennichi_gca947563725v1rs	metazoa	43146.79331191112	6777398030.796984	7.9666140188442895	82.90111843102132	550.1257556777954	324851.6397946699
ascaris_suum	metazoa	13700.0902372154	260566884.3000167	7.366551436404816	53.41465748740003	378.2831684348552	144924.34354573322
asterias_rubens_gca902459465v3	metazoa	26760.930460750853	1242529194.5853653	10.036191695108077	93.14375157698856	623.7236916951081	374815.6255611127
athalia_rosae_gca917208135v1	metazoa	8560.960677609059	322530474.77601683	6.584481699289037	29.40633219491172	549.62011761608	324692.002973055
atta_cephalotes	metazoa	11728.258888571156	698670653.9840665	6.782003622152321	32.41262557520137	570.4372319130683	358864.8533286191
bactrocera_dorsalis_gca000789215v2	metazoa	14532.132065089225	1244211792.5762682	4.643895920132065	16.024123311179107	574.4829808977281	353600.6418683462
bactrocera_latifrons_gca001853355v1	metazoa	15943.23599028137	1550784126.06854	4.804216631397445	16.883283676534788	574.8800062700839	369957.5025309296
bactrocera_neohumeralis_gca024586455v2rs	metazoa	21140.83674348481	3671315898.824724	4.668174312585254	17.15812045324304	567.2573766961017	385853.97273869504
bactrocera_tryoni_gca016617805v2	metazoa	17048.16503762042	2208285134.994491	4.635679628718093	16.39419522900059	550.0438787708318	372050.1401279639
belgica_antarctica	metazoa	2556.068467801628	7528150.801070937	4.288971132494448	9.912936316436571	461.40895632864544	224985.1452747268
bemisia_tabaci_asiaii5	metazoa	28014.169175685573	3512150594.6062245	6.784278623158922	32.193125214029486	475.7269102449345	148344.09631435398
bemisia_tabaci_ssa1nig	metazoa	20452.724544323257	1436366864.8042798	6.02122831417905	25.288861185130894	427.7798111412049	126070.93628637724
bemisia_tabaci_ssa1ug	metazoa	25547.09236821401	2169995695.488989	6.478992918961447	31.87063428352842	490.0469708890637	172338.17774477767
bemisia_tabaci_ssa2nig	metazoa	21870.77219987624	3102131686.723303	5.77970297029703	19.072065758444023	358.8221689356436	66558.6016992638
bemisia_tabaci_ssa3nig	metazoa	19883.024883012706	1465535120.1821918	5.631954244967689	18.473877082440566	346.93552699992574	62283.938347751886
bemisia_tabaci_uganda1	metazoa	11271.553612048005	300073936.97008204	4.724370538865793	12.345264988513836	280.7046042826888	51856.77938027366
bicyclus_anynana_gca900239965v1rs	metazoa	17886.31742177201	1126553007.126894	7.167348921112884	53.68431545949735	520.1283563449664	280951.5512448489
biomphalaria_glabrata	metazoa	12181.348375733854	291551539.47700924	6.905909980430528	61.35409634791792	432.1280626223092	204988.2334721163
biomphalaria_glabrata_gca947242115v1rs	metazoa	26353.98568572208	1538029136.050011	9.094474234299735	113.49205126411682	595.0887030809779	446120.462024612
bombus_affinis_gca024516045v2rs	metazoa	20473.595726814703	3066417286.118437	6.811718604217205	35.925916594505026	588.2228960626983	392051.2899599987
bombus_huntii_gca024542735v1rs	metazoa	19498.782106782102	2830645264.4365087	6.656926406926407	34.07170091566231	583.5531204906205	366766.5659521991
bombus_impatiens	metazoa	16194.770033860044	1982929858.8718588	6.814240030097818	34.423678304904826	580.9957674943566	366980.5437691221
bombus_terrestris_gca910591885v2	metazoa	13243.174922064429	789369952.058842	5.647869760997575	25.407172093331766	454.38711465188777	241788.08499399511
bombus_vancouverensis_gca011952275v1rs	metazoa	15952.509525489504	2289914385.052613	6.582995237255248	35.48190892491337	579.8957488093138	405488.56512085145
bombyx_mandarina_gca003987935v1rs	metazoa	18746.638033453182	1559893662.2942808	7.269970298577459	58.18928496745982	523.8926059090198	280382.8359603313
bombyx_mori	metazoa	21428.67509545422	1937103451.204372	7.1792378070744185	61.079398871469664	545.2916936820113	330846.55158013554
bombyx_mori_gca030269925v1rs	metazoa	23415.84761126384	2370957057.945642	7.274908982836764	61.30367341087115	558.1944423805631	322572.027949494
branchiostoma_lanceolatum	metazoa	6258.667028229732	100690406.8575308	4.984508413294396	29.322088534967037	338.809066889167	101305.40074106342
brugia_malayi	metazoa	4497.1407427836	25095463.48860189	9.159680088251516	69.63056317796332	454.8703805846663	226944.26507645717
caenorhabditis_brenneri	metazoa	2310.062565138093	8346945.325043558	5.193199583116207	13.808681238737408	397.85526315789474	152183.77789758245
caenorhabditis_briggsae	metazoa	3116.0697853129054	21027815.361844476	5.810335718745497	17.4595588738389	400.3816819557178	164469.2397585734
caenorhabditis_elegans	metazoa	3224.913034776082	16280945.791075584	6.083462596947711	18.875139330879264	408.8013009757318	172211.7914314539
caenorhabditis_japonica	metazoa	2358.7545014197426	11089860.072119694	3.589978286286955	10.487786245937263	287.5446467345916	101032.95697466558
caenorhabditis_remanei	metazoa	2214.8375532794707	6401178.899748214	5.00664800559832	14.199688601546905	400.1798460461861	142172.44416294352
camponotus_floridanus_gca003227725v1rs	metazoa	13605.62851662404	1326876209.341647	6.594868925831202	32.060058395415105	575.5207001278773	350028.5929692803
capitella_teleta	metazoa	2801.104801864802	10955052.798489716	5.327801087801088	36.36854857732834	355.3274281274281	125088.1120639236
cataglyphis_hispanica_gca021464435v1rs	metazoa	16328.03486816966	1650120336.139512	7.033435231180741	34.34855237117481	601.4708635842568	366102.0313474151
centruroides_sculpturatus_gca000671375v2	metazoa	20367.086291732747	991834662.6793368	6.608067992354926	53.33381697073269	442.3809930462364	197433.6728538492
ceratitis_capitata_gca000347755v4	metazoa	16814.067977393934	1570206049.2956495	4.868821141447107	17.611512278387586	590.3557271352385	417893.80602256267
chelonus_insularis_gca013357705v1rs	metazoa	8259.124762988244	519994126.5115969	5.617937049677664	18.278969025334312	590.1480849450132	364275.5557685898
cherax_quadricarinatus_gca026875155v2rs	metazoa	77107.81076465403	16389394653.56173	6.929429263992948	45.74164502711558	531.0825804319084	340930.31288699975
chrysoperla_carnea_gca905475395v1rs	metazoa	21616.383750481324	4919599902.226184	5.683403927608779	24.656767833210083	557.7070465922218	344475.777541993
cimex_lectularius	metazoa	25668.762490584988	3816463932.663705	8.067788099422545	67.4100344525835	530.3425391246129	291958.15173981944
clytia_hemisphaerica_gca902728285	metazoa	12741.538155969058	315182072.92431897	7.2988710014635165	72.06340785184422	527.4807129416685	268798.3525107457
copidosoma_floridanum_gca000648655v2	metazoa	20201.71605039941	3910205452.418789	6.168986247220621	25.746272460937515	534.6448159433419	267331.020185403
coremacera_marginata_gca914767935v1	metazoa	19208.608482871125	1491363140.3334663	4.93185525730387	15.696876157320151	535.6325819368234	268955.75828279543
cotesia_glomerata_gca020080835v1	metazoa	12250.063035625752	1435298853.2630613	4.919541043983285	16.489913488168646	543.0135278702458	306121.88429070526
crassostrea_angulata_gca025612915v2rs	metazoa	11340.49956390473	369767123.0980072	7.950117410265012	100.4235910157692	552.2377390137538	382682.4568467111
crassostrea_gigas	metazoa	13894.258038003814	795798703.4673921	8.155565783417714	79.68852492727315	493.11062528765865	276998.0003532862
crassostrea_virginica_gca002022765v4	metazoa	11709.535512020342	363991134.88983023	8.322179842810911	100.38667595436353	541.8092637540453	340252.8378637282
cryptotermes_secundus_gca002891405v2rs	metazoa	48642.26173120729	9191831194.302135	7.7832953682612	55.70928126516952	571.0081245254366	348525.7217807484
ctenocephalides_felis_gca003426905v1rs	metazoa	16801.523996186035	2432253377.8847604	6.523890242610446	43.33266543945451	488.9321432355122	245707.3701369648
culex_pipiens_gca016801865v2rs	metazoa	22107.924894152296	3447175963.358251	3.878321163404308	10.63437106449624	553.5467263913604	287850.8908117239
culex_quinquefasciatus	metazoa	5729.329027155286	81374919.70148021	3.739203796467177	6.386105356323911	437.4852095966253	167732.79714729448
culex_quinquefasciatus_gca015732765v1vb	metazoa	21973.54471065724	3293828895.8819294	4.0416993977481015	11.738817511203566	549.2639434406913	307582.77785794094
culicoides_brevitarsis_gca036172545v1rs	metazoa	7673.379455867828	358962698.4025161	4.354583819700099	14.649133306034868	565.190895214151	304242.69433879084
culicoides_sonorensis	metazoa	5448.095439405585	71471489.5114852	4.537150909556751	12.346131091695414	536.4500384319754	253761.9988488872
cydia_pomonella_gca033807575v1rs	metazoa	25893.873142442917	3166867398.3635354	6.83526640086988	58.877651874293015	545.2351093391326	313560.04174194724
cylas_formicarius_gca029955315v1rs	metazoa	20902.32340213049	3265761087.308636	6.303844873501998	29.739297741726524	549.7585719041278	373793.9437883556
daktulosphaira_vitifoliae_gca025091365v1rs	metazoa	12386.83877133106	548557974.0777649	6.659795221843003	47.28503101820366	489.1067576791809	221506.8799939238
danaus_plexippus	metazoa	10501.75589469668	435805123.8238788	7.400457840518886	57.59313165849793	522.3855017169019	293423.5029338619
daphnia_carinata_gca022539665v3rs	metazoa	4703.7122500746045	66844179.4399126	7.242390331244405	30.941988645362	557.1166815875858	277412.3304864581
daphnia_magna_gca020631705v2	metazoa	4261.274702504292	48377820.37308351	6.625540228524066	30.24633167231585	535.6649103072642	250548.09220795377
daphnia_pulex_gca021134715v1rs	metazoa	4694.615626021576	59473368.44496308	6.919516181758745	30.227535270023868	547.0156914024191	275010.886637509
daphnia_pulicaria_gca021234035v2rs	metazoa	5610.779543433146	613147701.9175962	6.755766380077083	29.15115048147163	539.5918766676549	267636.6387504212
dendroctonus_ponderosae_gca000355655v1	metazoa	10340.331618155287	536418675.3986231	6.789954688579986	35.895892939574985	514.8075416634667	270828.349132059
dendronephthya_gigantea_gca004324835v1	metazoa	6363.297527784078	79714012.36642693	8.029485144023589	94.75117195864564	556.5806758902246	328560.80673960847
dermacentor_andersoni_gca023375885v2rs	metazoa	46876.32552773687	6932600103.788131	7.022434953362788	60.45779111523948	489.9836033382425	222086.3404449661
dermacentor_silvarum_gca013339745v2rs	metazoa	42060.55425082198	6302635478.253643	6.665954993808446	53.66426534787615	459.28664759383406	179034.1765622471
dermatophagoides_pteronyssinus_gca001901225v2	metazoa	3284.3130364806866	59521497.070827074	3.5933476394849784	7.750026385082508	549.4646816881259	245552.3662746371
diabrotica_virgifera_gca003013835v2	metazoa	44684.17137723388	8629261156.217386	4.509566822066822	19.651698088293564	416.1742424242424	215917.1790014172
diabrotica_virgifera_gca917563875v2rs	metazoa	69504.46609648674	20977344124.1408	4.919338318139916	26.44373663769887	507.4039741882618	294450.8747478414
diaphorina_citri_gca000475195v1rs	metazoa	9420.529130564684	216720302.9750241	4.903196892739767	25.93445619040317	371.298675430734	151650.27780213964
dimorphilus_gyrociliatus_gca904063045v1	metazoa	2935.864870643575	8524656.915167123	6.012116028793386	36.87084392552424	555.7610291497399	369935.0521547212
dinothrombium_tinctorium	metazoa	1963.996057611438	5142579.811948921	3.3892977291841886	8.842078590004832	434.4205740117746	158197.1144397483
diorhabda_carinulata_gca026250575v1rs	metazoa	24261.731819320365	4139478824.551653	6.350254654754947	33.890754986915745	557.4923603573516	382952.2167293731
diorhabda_sublineata_gca026230105v1rs	metazoa	25106.08954203691	4274208288.790922	6.354152426520848	33.711615670517915	555.0756151742994	391773.9911202743
diuraphis_noxia_gca001186385v1	metazoa	11824.695480225988	593388896.6071553	6.598224374495561	43.31422721254652	473.2233252623083	198488.2854999596
dreissena_polymorpha_gca020536995v1rs	metazoa	29316.11838853188	2943536834.702678	7.9120942494644915	78.61433042299552	525.2627835447904	284122.9925692544
drosophila_albomicans_gca009650485v2rs	metazoa	7825.288458791601	343598259.9798525	4.115912012569633	13.234688579644274	549.2416083416655	343293.1620340676
drosophila_ananassae	metazoa	6511.95161851723	417815836.6851417	3.941802993386704	12.37853991245275	524.7877479986078	310190.8600559488
drosophila_ananassae_gca017639315v2rs	metazoa	7217.755650290973	590374504.7129087	3.9012721613208825	12.8341988281361	541.1426444715117	375357.7076067845
drosophila_arizonae_gca001654025v1rs	metazoa	6806.357085604361	221855666.00001472	4.15565886502084	13.200778395521404	549.1641551779417	317927.95381244057
drosophila_biarmipes_gca025231255v1rs	metazoa	7471.495232172471	489231396.6271626	3.970287451630736	13.520781121152735	530.9794085129906	359500.915338521
drosophila_bipectinata_gca000236285v2rs	metazoa	5338.013350243642	123782303.30663083	3.810092784193312	11.644506940656209	518.803284159936	279597.78740176366
drosophila_busckii_gca011750605v1rs	metazoa	5544.539883574576	134858579.08628583	4.189505978602895	13.504404067150157	545.2732850849591	315012.41276120016
drosophila_elegans_gca000224195v2rs	metazoa	5994.648276757318	164151644.5334942	3.742909067307069	12.290579177956856	519.2548841435711	311866.3731059307
drosophila_erecta	metazoa	5672.403822124219	156835281.7682594	4.018522601984564	12.743114694523662	535.0006615214994	321090.3470298476
drosophila_erecta_gca003286155v2rs	metazoa	6174.279486805657	225124235.55314192	4.028867181804928	12.963954844062496	539.8813238081353	357786.8260403266
drosophila_eugracilis_gca018153835v1rs	metazoa	6130.533590192645	194146263.897481	4.069912434325745	13.304765825314762	531.9490718038529	322657.28331057884
drosophila_ficusphila_gca018152265v1rs	metazoa	6498.235723218008	303624212.4123665	4.049326108100598	13.532618527287472	534.1447130748924	306623.83697371394
drosophila_grimshawi	metazoa	5935.643560744254	167562170.6803703	4.127471725647574	12.686099452371112	538.2899671652682	302841.85826550535
drosophila_grimshawi_gca018153295v1rs	metazoa	6463.683274853801	186379404.73529807	4.2488109161793375	14.050299779044895	563.0062378167642	366618.0133734384
drosophila_guanche_gca900245975v1rs	metazoa	6319.2241677312695	180130747.4174288	4.073044262418276	13.246730871556398	550.6791162546028	328118.5203537056
drosophila_gunungcola_gca025200985v1rs	metazoa	7952.83077698567	481997281.0946512	4.1748397782098365	13.763466010262604	544.0376611219126	344567.1305849945
drosophila_hydei_gca003285905v2rs	metazoa	6702.881719620539	218167374.13291028	4.202830898961	13.816999740847756	555.5832705917784	344968.73039701267
drosophila_innubila_gca004354385v1rs	metazoa	6861.157190143435	221231958.28461707	4.152923869069511	13.281232255127591	542.2324383964693	330990.7292551617
drosophila_kikkawai_gca018152535v1rs	metazoa	6472.443533635933	255865023.5503513	3.901497188537362	12.335824994046972	536.6077501524287	349814.76889386063
drosophila_mauritiana_gca004382145v1rs	metazoa	5996.080569727891	206121997.0738709	3.961380385487528	12.578552357032862	531.6951530612245	355916.2086704323
drosophila_melanogaster	metazoa	6956.934362934363	589021231.5270464	3.952309452309452	12.9498169756661	534.7759187759187	379183.56451408257
drosophila_miranda_gca003369915v2rs	metazoa	6669.259156550858	316046215.94638675	3.756592716617832	11.220745608168391	499.7835914608623	318301.4168245661
drosophila_mojavensis	metazoa	7070.50227188082	283549453.6902697	4.127448789571695	13.11687538148412	535.4875232774674	293623.70278308616
drosophila_mojavensis_gca018153725v1rs	metazoa	7718.058318264015	317851126.62217325	4.144816154309825	13.768944567207935	559.5700723327305	355922.9321703512
drosophila_navojoa_gca001654015v2rs	metazoa	5940.726570860725	153717923.05702502	4.080568720379147	12.49469310975616	538.3003363400092	300820.170551068
drosophila_obscura_gca018151105v1rs	metazoa	6641.555260650605	276348656.2665642	3.9994555600925543	13.556523218163802	535.4320130665578	325174.4130933814
drosophila_persimilis	metazoa	3624.0453952826833	79473672.48759718	3.4668721109399074	8.6166053167792	427.26342301766033	172994.46382295302
drosophila_persimilis_gca003286085v2rs	metazoa	5945.42335208724	212935611.11341128	3.9969438077377233	13.076817555400142	538.8624018892825	344955.98377453064
drosophila_pseudoobscura	metazoa	6085.048305201043	197561821.7603783	3.884863455468643	11.480875652115303	518.0022643062989	284115.89836857736
drosophila_pseudoobscura_gca009870125v2rs	metazoa	6778.772781147598	293672230.35117096	3.965139789444328	12.858636863388798	544.2387924423064	372143.7730536805
drosophila_rhopaloa_gca018152115v1rs	metazoa	7160.5106455808855	450538300.5202036	3.982679537208188	13.171752562160322	535.9337304032314	362263.5571580878
drosophila_santomea_gca016746245v2rs	metazoa	6421.098811713114	275713125.602954	3.969868439666148	12.867027230338673	536.8167350403169	354271.31033178815
drosophila_sechellia	metazoa	3322.10677194048	58649121.49649507	3.523048891588217	9.538478070070594	434.3651989067719	195431.80497199795
drosophila_sechellia_gca004382195v2rs	metazoa	6057.34924907906	212500535.0603048	3.995962028903372	13.089250431147535	535.4279540946444	377110.92977182526
drosophila_simulans	metazoa	5974.6441921151	180459077.53660244	3.992524155441145	13.174862996224906	518.8509767966711	315709.6364870906
drosophila_simulans_gca016746395v2rs	metazoa	6192.95342312009	205575667.7006716	3.95223063973064	13.155697584402423	532.2038439955106	359167.1557789793
drosophila_subobscura_gca008121235v1rs	metazoa	6364.962574404762	187882537.472444	4.101785714285715	13.300153072613822	548.9873511904761	341932.19568790105
drosophila_subpulchrella_gca014743375v2rs	metazoa	7453.753992547245	465841562.0766295	3.9286664892201215	13.038233211981364	522.2776151184456	335699.96737803455
drosophila_suzukii_gca013340165v1rs	metazoa	7506.029935119162	473721472.9840711	4.241793537611614	17.08325126072401	518.2098027879489	313610.8122050684
drosophila_takahashii_gca018152695v1rs	metazoa	6158.077762893503	272327035.01766473	3.937240455458808	12.462602606119964	521.4190890823845	311243.0561162577
drosophila_teissieri_gca016746235v2rs	metazoa	6151.182065217391	349470881.6826189	3.9748467112597545	12.865299955596456	536.4736622073578	347694.2160159092
drosophila_virilis	metazoa	7536.832158590309	344473755.91954726	4.104038179148311	13.135441508197871	538.5876651982379	317278.29387824016
drosophila_virilis_gca003285735v2rs	metazoa	7869.56339057362	384381019.8253624	4.105882352941176	13.375444056605394	554.9650712458897	394460.7576223368
drosophila_willistoni	metazoa	5205.161793513749	170815637.53237557	4.0002176594355365	11.97032356312739	523.933904084742	318942.1978513003
drosophila_willistoni_gca018902025v2rs	metazoa	6507.885068363341	287573962.16183895	3.8807364288615136	12.031669775106884	534.575199675105	350577.90346938063
drosophila_yakuba_gca016746365v2rs	metazoa	6524.052705551651	311316224.9465507	3.952635277582572	13.104088563995406	536.1373858046381	371884.2291384322
dufourea_novaeangliae_gca001272555v1rs	metazoa	12640.509447379114	1021182294.1164402	6.947480698902885	34.77718658146223	594.6222064201544	355981.1705766206
echinococcus_granulosus_gca000524195v1rs	metazoa	5480.88117324852	42632072.44170154	6.64935064935065	42.15314302237786	466.2877462673381	255540.780686553
eriocheir_sinensis_gca024679095v1rs	metazoa	28865.47173081825	1840104947.0789275	7.3570736681111395	50.969463445934	566.7704817741525	347101.5924701208
eufriesea_mexicana_gca001483705v1rs	metazoa	15147.292609497912	1719948451.3086026	6.920365154899486	33.39459007643916	588.8566572788191	353219.144757784
eurytemora_carolleeae_gca000591075v1rs	metazoa	11210.264240200811	126839480.36985512	9.849246958872367	64.55381116353166	475.6039776018536	219474.3089081461
exaiptasia_diaphana_gca001417965v1	metazoa	6792.279754764761	68857636.49401921	7.390777022524324	76.08418008307605	518.0432715802568	311632.54806528706
folsomia_candida	metazoa	4615.659264931087	33877759.09352976	5.959661701239036	31.86691197353855	494.4732354169567	191681.73862441396
galendromus_occidentalis_gca000255335v2rs	metazoa	5154.164620439218	81251370.39503352	5.847138163582915	26.200582816533903	519.4589313505102	247100.0038039249
galleria_mellonella_gca003640425v2rs	metazoa	15343.903888533448	1268596785.4842925	6.201464420274401	40.54720957151586	456.1892372218668	232072.9685945198
gigantopelta_aegis_gca016097555v1	metazoa	26418.75536442632	1274282381.380984	8.11832771768044	86.11674499319487	529.8239492817876	298379.5754335002
glossina_austeni	metazoa	5626.50836713996	32675793.27301685	4.369979716024341	8.825631522485239	413.44421906693714	211022.02407023543
glossina_brevipalpis	metazoa	5968.139396834061	40069670.94167262	4.656045305676856	10.880868262430369	469.5163073144105	265681.49888110213
glossina_fuscipes	metazoa	13996.543472995883	1216773799.959417	4.686203277629773	16.67570419345607	573.3977557116332	365982.2930128862
glossina_morsitans	metazoa	8894.041859734549	235602943.03147095	4.6457237100447655	15.549234971411556	541.7339982722061	375282.7386154688
glossina_pallidipes	metazoa	6516.247899159664	48824270.40464231	4.44034650897396	8.934320614479436	404.0810768751945	205866.6210653548
glossina_palpalis	metazoa	5766.423668286876	39080805.18580554	4.202559269913699	10.067295666964558	407.2046423965877	258410.97275162305
glyphotaelius_pellucidus_gca936435175v1	metazoa	22290.677704021866	1290119175.0597382	6.861069894572433	43.413764709656704	508.88082780164	253252.8161623888
gordionus_sp_gca954871325v1rs	metazoa	15113.395264992188	375453779.0585305	8.528662420382165	65.66435264576188	565.6373032087489	282697.5984833034
